 OTUID	N1_40	E3_60	E1_0	N2_0	E3_40	E2_60	N2_40	E3_0	E2_40	E1_40	N3_60	N1_60	N1_0	N2_60	E1_60	E2_0	N3_0	N3_40
OTU_1238	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_603	0	3	21	0	0	0	0	17	0	0	0	1	0	2	0	14	0	2
OTU_1254	0	1	1	0	1	2	0	2	0	1	1	3	1	1	0	1	1	1
OTU_2635	2	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0
OTU_905	1	1	0	0	3	1	0	5	3	3	1	1	2	0	2	3	1	2
OTU_549	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
OTU_1105	0	1	1	0	1	1	0	1	3	3	1	0	1	0	2	2	1	0
OTU_1359	1	0	3	1	0	0	1	2	0	0	0	0	2	1	0	3	0	0
OTU_2277	1	1	0	0	1	0	0	0	0	0	4	0	0	0	2	0	0	0
OTU_1095	5	0	0	0	2	0	3	0	0	0	5	2	0	1	0	0	0	3
OTU_2368	1	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	2	0
OTU_1547	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1494	0	1	4	2	1	2	1	2	1	0	3	3	3	2	0	2	2	0
OTU_2134	0	0	0	5	0	2	1	5	3	0	16	0	0	5	0	7	5	8
OTU_1668	2	8	0	0	6	9	3	0	5	5	6	4	1	2	0	0	3	2
OTU_2014	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU_914	0	0	0	5	0	0	0	0	0	0	0	0	7	1	0	0	5	0
OTU_1194	0	0	1	1	0	0	0	0	0	0	0	0	0	7	0	0	0	1
OTU_1243	0	0	4	1	0	0	0	6	2	2	0	0	0	0	1	3	0	0
OTU_665	0	0	1	0	0	1	5	0	0	0	2	0	1	18	0	0	0	0
OTU_2371	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_1989	1	0	0	2	0	0	1	0	0	0	1	0	1	1	0	0	1	1
OTU_1299	1	2	1	2	4	2	3	0	3	5	2	1	2	0	4	3	1	1
OTU_2043	2	3	1	1	4	4	5	0	3	9	7	10	2	1	7	0	0	2
OTU_369	0	18	3	0	0	1	0	1	1	0	0	3	0	2	1	8	0	0
OTU_1244	0	0	0	0	0	0	0	0	0	0	1	0	3	11	0	0	0	1
OTU_1315	2	4	5	1	6	3	4	8	3	2	4	0	4	3	0	6	7	5
OTU_663	0	0	1	0	0	0	1	0	0	0	1	1	0	15	0	0	0	0
OTU_588	26	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	3
OTU_981	0	0	0	3	0	0	0	0	0	4	0	0	7	0	2	0	0	0
OTU_2438	0	3	5	0	0	2	0	0	0	0	1	0	0	1	1	2	0	0
OTU_1153	0	0	14	9	0	0	0	13	0	0	0	0	4	0	0	7	4	0
OTU_1305	1	1	1	0	0	3	0	1	0	1	0	1	1	2	0	0	1	0
OTU_1046	2	0	0	0	0	0	7	1	0	0	0	4	0	2	0	0	0	0
OTU_1043	65	1	0	2	4	1	18	0	1	2	12	5	0	4	1	0	2	33
OTU_1173	0	2	0	2	1	4	0	0	0	0	1	2	0	2	3	0	0	0
OTU_2626	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0
OTU_1378	0	0	1	1	1	0	0	2	0	0	0	1	1	0	0	1	1	0
OTU_1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1538	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_911	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0
OTU_842	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	10	0	0
OTU_2793	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_847	0	1	0	2	0	0	2	2	2	3	5	2	2	1	0	1	1	2
OTU_1732	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_2646	0	0	5	2	0	0	0	20	0	0	0	0	2	1	0	6	6	0
OTU_573	0	0	0	0	0	0	1	0	0	0	1	1	0	6	0	0	0	0
OTU_2085	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1836	0	0	0	0	0	0	0	1	0	0	2	9	0	0	0	0	0	0
OTU_1134	0	1	2	4	0	0	2	3	0	0	0	0	2	0	0	5	5	0
OTU_435	2	0	3	4	0	0	1	3	0	0	37	1	1	3	1	0	2	2
OTU_2724	0	2	0	1	2	7	0	0	1	1	4	1	0	3	0	0	0	2
OTU_1646	1	0	1	2	0	0	3	0	0	1	10	2	0	4	1	0	6	1
OTU_1248	0	0	0	2	1	0	1	2	1	0	1	1	0	0	0	3	2	0
OTU_821	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0
OTU_1757	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
OTU_584	16	0	0	0	0	0	1	0	0	1	8	12	0	5	0	0	1	1
OTU_729	0	0	0	16	0	0	2	0	0	0	1	2	5	0	4	0	7	0
OTU_2081	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
OTU_1291	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_2731	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1256	1	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	1	3
OTU_2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1487	0	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0
OTU_2246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
OTU_2011	8	2	8	8	0	2	5	3	2	3	3	4	10	5	4	6	2	4
OTU_700	3	2	2	1	2	5	0	2	1	1	0	1	2	2	0	3	0	0
OTU_1688	2	2	2	1	0	1	1	0	0	2	2	0	1	0	2	1	2	1
OTU_593	4	2	2	3	1	2	5	0	1	1	1	4	0	2	3	6	0	4
OTU_1631	2	1	0	12	3	3	0	2	0	10	0	1	2	0	4	2	14	0
OTU_374	2	0	0	0	6	0	1	0	43	0	0	0	1	0	0	0	0	0
OTU_2138	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU_1294	1	2	9	3	1	3	0	7	0	2	4	0	1	2	1	1	2	2
OTU_2082	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1054	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
OTU_2444	0	1	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0
OTU_954	1	1	1	6	2	2	0	0	2	3	1	2	1	0	5	2	0	2
OTU_531	1	1	4	9	0	3	1	8	3	1	0	2	11	0	2	4	1	2
OTU_1197	2	0	0	1	3	0	0	0	2	0	1	1	1	1	0	0	1	1
OTU_765	4	0	0	0	0	0	0	0	0	0	2	5	0	3	0	0	1	1
OTU_1998	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0
OTU_743	2	0	0	0	0	0	2	0	0	0	2	0	0	3	0	0	1	3
OTU_1137	0	1	2	0	0	0	1	3	0	1	2	1	0	0	0	0	1	1
OTU_527	8	0	0	0	1	0	9	0	0	0	12	2	0	2	0	1	0	12
OTU_595	0	0	1	8	0	0	3	1	1	0	5	0	8	1	0	0	2	0
OTU_974	4	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0
OTU_537	14	7	15	12	3	9	10	11	8	7	11	12	10	9	11	12	11	4
OTU_685	0	0	7	0	2	0	0	9	0	0	0	1	0	0	1	17	0	1
OTU_877	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0
OTU_2706	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_1394	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_563	0	21	1	1	0	13	1	0	1	0	0	0	0	0	8	1	0	0
OTU_1551	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_558	1	0	0	1	0	0	16	0	0	0	0	1	0	1	0	0	1	0
OTU_2024	0	0	0	0	6	0	0	0	0	2	0	0	0	0	3	0	0	1
OTU_2766	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1165	0	0	0	1	1	0	0	1	0	7	0	0	0	0	0	0	0	0
OTU_1523	1	1	2	2	1	1	3	0	1	1	2	3	3	1	1	1	1	2
OTU_1175	0	0	0	0	0	2	0	0	1	0	0	0	0	0	3	1	0	1
OTU_477	0	8	0	0	2	8	0	0	0	0	2	12	0	0	10	0	1	1
OTU_2785	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1869	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
OTU_1453	0	0	2	0	1	1	0	3	0	0	0	2	1	0	0	5	0	0
OTU_916	1	0	2	4	0	4	2	2	3	3	5	4	2	2	2	2	2	1
OTU_634	2	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	1
OTU_921	0	3	2	2	5	2	0	1	3	5	0	0	0	0	3	1	0	1
OTU_2143	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0
OTU_739	2	0	0	8	2	1	1	1	1	0	3	1	10	1	0	1	13	1
OTU_608	5	2	1	2	0	0	1	1	1	0	2	0	0	0	1	4	0	1
OTU_1461	0	1	1	4	0	0	0	0	0	0	0	2	1	0	0	1	2	1
OTU_2777	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1295	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_401	0	0	0	0	0	0	0	3	1	0	44	15	0	3	1	0	2	1
OTU_1274	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_2376	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0
OTU_873	3	2	0	0	1	0	1	0	0	0	0	0	6	0	0	1	1	0
OTU_1217	1	0	2	3	0	0	1	0	0	0	4	1	11	0	0	0	17	2
OTU_643	1	1	0	2	2	2	0	2	2	6	0	0	3	2	4	3	3	3
OTU_2449	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	1	0	1
OTU_1158	4	1	0	2	0	1	1	0	1	1	0	1	1	0	2	0	2	0
OTU_768	1	3	1	1	3	5	1	1	3	1	7	0	0	1	57	0	0	0
OTU_530	0	0	14	0	0	0	0	13	2	0	0	0	0	0	0	13	0	1
OTU_616	0	0	0	0	0	0	0	0	0	0	1	2	0	22	0	0	0	0
OTU_958	0	6	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0
OTU_1782	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0
OTU_1073	2	5	2	2	0	1	2	2	0	0	0	1	1	4	0	1	3	2
OTU_2351	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1
OTU_896	0	4	1	2	2	2	1	2	0	0	3	0	0	0	3	1	3	1
OTU_1664	7	3	0	0	0	2	1	1	1	0	3	0	0	1	1	1	0	0
OTU_1381	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0
OTU_993	1	4	0	0	0	3	0	1	0	0	2	2	0	7	5	1	3	0
OTU_1802	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0
OTU_2601	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU_1862	0	0	0	2	0	0	1	2	0	0	0	2	1	1	0	1	2	1
OTU_1198	1	2	0	3	0	1	1	1	2	0	2	0	0	1	1	2	1	0
OTU_986	4	2	2	4	1	4	4	5	0	0	10	11	12	1	1	1	20	4
OTU_1218	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
OTU_1343	1	0	0	0	1	0	0	0	0	0	2	4	0	2	0	0	0	1
OTU_1334	0	1	0	0	0	0	0	0	3	0	0	2	0	0	0	0	4	0
OTU_1089	2	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	3	0
OTU_1909	2	1	0	1	0	0	0	0	0	0	2	2	0	1	0	1	4	2
OTU_2651	0	1	0	0	2	0	0	3	0	0	0	0	0	0	1	2	0	1
OTU_1014	2	4	1	2	3	4	3	2	6	1	1	0	0	0	0	1	1	3
OTU_1221	0	4	0	0	1	2	0	0	12	0	1	0	1	1	0	0	2	0
OTU_1301	0	0	1	5	0	0	0	1	0	0	0	0	3	0	0	0	2	0
OTU_867	0	0	0	5	0	0	1	0	0	0	6	3	3	8	0	1	1	0
OTU_2358	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_2012	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU_2367	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0
OTU_713	1	1	1	15	1	0	0	2	1	0	0	0	2	0	0	3	9	0
OTU_1405	2	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_714	5	1	0	0	2	3	6	0	0	0	11	4	0	0	0	0	0	8
OTU_1395	0	0	0	0	0	0	2	1	2	0	1	1	0	0	0	1	0	0
OTU_1223	1	0	0	0	0	0	1	0	1	2	0	0	1	18	0	0	0	0
OTU_657	2	2	0	2	1	2	3	4	0	2	4	1	0	2	1	1	3	0
OTU_2161	1	0	0	0	0	0	1	0	1	1	0	0	2	0	0	1	0	0
OTU_726	7	0	0	0	0	0	4	0	1	1	11	1	0	4	2	0	0	2
OTU_893	1	2	1	0	6	0	1	2	1	3	1	1	0	1	0	0	0	1
OTU_851	0	2	0	0	0	0	6	1	0	0	0	0	0	2	1	1	1	2
OTU_2775	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_1192	0	0	1	6	0	0	1	1	0	0	0	0	5	0	0	1	8	0
OTU_1873	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_1669	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4
OTU_2054	0	0	0	0	1	0	0	0	1	2	0	0	0	1	0	0	0	0
OTU_1116	2	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	3	0
OTU_2364	0	2	0	0	0	5	0	0	1	0	2	28	0	0	7	0	0	0
OTU_1702	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1905	1	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	1	0
OTU_1863	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2
OTU_578	0	0	9	3	0	0	0	1	0	0	0	0	1	0	1	10	0	0
OTU_2562	4	2	0	0	0	0	3	0	1	0	2	5	0	0	1	0	0	2
OTU_2016	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU_1196	1	0	0	0	2	0	1	0	0	1	7	3	0	0	0	0	0	3
OTU_2781	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2453	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_647	14	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0
OTU_759	1	0	1	1	0	5	1	3	1	3	0	2	0	6	3	3	0	4
OTU_1342	0	1	0	1	1	2	1	2	0	2	3	1	0	0	0	0	2	0
OTU_1312	0	0	0	1	0	0	0	0	0	0	2	1	1	10	0	0	0	0
OTU_1601	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_720	0	0	8	0	0	0	0	3	1	0	0	0	0	0	0	13	0	0
OTU_1956	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
OTU_635	6	4	4	7	3	2	2	7	2	3	1	7	1	4	3	4	4	1
OTU_513	1	1	1	0	0	0	0	0	0	0	8	1	0	19	0	1	0	0
OTU_655	3	3	10	2	1	2	0	6	1	1	2	0	5	0	3	11	4	2
OTU_1338	1	0	9	4	0	0	0	1	0	0	0	0	0	0	0	4	0	0
OTU_1926	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU_721	0	0	0	3	0	0	1	0	0	0	0	0	4	0	0	1	3	0
OTU_2797	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0
OTU_777	6	0	0	0	0	1	2	0	0	0	0	3	0	7	0	0	0	0
OTU_1598	1	0	0	0	0	0	1	1	1	1	0	3	0	1	0	1	4	0
OTU_1649	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1	0
OTU_2801	0	1	8	0	0	0	1	7	0	1	1	0	1	0	0	10	2	1
OTU_1485	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	1
OTU_293	5	1	1	1	1	0	0	0	0	0	38	6	3	41	0	1	1	6
OTU_1199	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
OTU_672	4	5	2	3	7	2	6	2	2	0	1	6	0	3	4	4	2	6
OTU_1578	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0
OTU_2699	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2502	1	0	2	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0
OTU_2696	11	1	13	0	0	0	6	8	0	1	2	6	0	1	0	6	0	5
OTU_894	0	0	0	5	0	0	5	0	0	0	0	0	5	2	0	0	5	0
OTU_2593	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	4	0	0
OTU_1617	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
OTU_2236	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
OTU_1476	5	1	1	0	0	2	1	0	1	0	2	38	0	4	6	0	0	4
OTU_2189	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1036	0	1	0	1	2	1	1	0	0	3	2	1	0	1	0	1	0	0
OTU_2534	1	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
OTU_1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2265	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
OTU_2387	0	0	0	2	0	0	0	1	0	0	0	1	3	0	0	0	3	0
OTU_2553	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_2258	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0
OTU_1972	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0
OTU_1225	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_967	0	0	2	19	2	1	8	7	1	0	5	0	1	3	0	16	16	2
OTU_1948	1	0	2	2	0	0	0	1	0	0	0	3	0	0	0	1	1	0
OTU_454	7	2	5	2	4	2	3	3	2	3	7	6	2	1	10	2	2	5
OTU_829	0	0	0	0	0	1	6	0	0	0	2	0	0	3	0	0	0	0
OTU_621	0	1	1	0	0	5	0	1	0	1	1	0	0	0	9	2	0	1
OTU_2152	0	0	0	0	0	0	0	0	1	0	2	2	0	2	0	0	0	0
OTU_1707	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_2174	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1603	0	0	5	0	0	0	1	3	0	0	0	0	1	0	0	6	0	0
OTU_1241	1	1	0	0	0	0	0	0	1	0	0	1	2	5	0	0	0	3
OTU_1178	1	0	0	9	0	0	0	0	0	0	1	1	3	0	0	1	6	1
OTU_2008	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0
OTU_983	0	1	4	1	0	0	2	0	0	0	0	1	7	1	0	0	3	1
OTU_1865	0	0	0	5	1	1	1	0	0	0	3	0	0	1	0	0	1	1
OTU_1983	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_2013	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_1979	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_610	3	0	0	0	0	0	0	0	0	0	11	11	0	3	0	0	0	6
OTU_2543	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1821	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	2	0	1
OTU_825	0	7	1	0	0	12	0	1	3	0	2	0	0	0	0	1	0	0
OTU_2533	2	0	0	1	0	0	0	0	0	1	1	4	0	1	0	1	0	0
OTU_1139	2	1	1	0	0	2	1	2	0	0	1	1	1	1	2	0	0	0
OTU_2382	0	1	1	1	1	1	3	2	1	0	4	1	1	3	1	1	1	1
OTU_798	1	0	0	2	0	0	3	0	0	0	1	1	0	7	0	0	0	2
OTU_1846	0	0	2	1	2	2	2	2	1	0	1	1	0	0	0	3	5	1
OTU_1838	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1233	2	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
OTU_654	3	0	3	7	4	2	2	7	2	3	3	2	4	1	0	1	6	5
OTU_819	0	0	0	8	0	0	0	2	0	0	0	1	6	0	0	0	8	0
OTU_2747	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0
OTU_2354	0	0	0	8	0	0	1	0	0	0	0	0	3	0	0	0	4	0
OTU_1959	0	1	0	3	1	0	0	0	0	0	2	0	5	0	0	0	5	0
OTU_1456	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0
OTU_438	0	0	0	0	0	1	0	0	0	1	25	4	0	23	1	0	0	0
OTU_1911	1	0	0	10	0	0	1	0	0	0	1	0	0	0	0	0	3	0
OTU_696	6	1	1	1	2	0	0	0	0	0	5	4	4	1	0	2	0	1
OTU_1202	0	1	0	2	0	0	0	0	1	1	0	2	0	0	1	0	0	2
OTU_915	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0
OTU_1920	0	0	0	1	0	0	0	3	0	0	3	0	1	1	0	0	0	1
OTU_2293	1	3	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0
OTU_1239	0	1	1	1	0	1	0	0	0	2	0	0	1	0	2	1	0	5
OTU_1159	6	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU_2611	0	0	0	1	1	3	1	0	0	0	0	0	3	0	0	1	0	0
OTU_2034	1	0	1	0	0	1	0	1	0	0	2	1	0	0	0	0	3	2
OTU_1140	1	0	0	0	0	0	2	1	0	1	1	3	3	1	0	0	1	2
OTU_2620	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_582	4	0	0	4	1	0	0	0	0	0	0	0	0	14	0	1	1	0
OTU_1837	0	0	1	3	0	0	0	0	0	0	0	0	3	0	0	2	0	2
OTU_934	2	1	0	0	0	0	4	0	0	0	6	0	2	2	1	0	1	0
OTU_393	12	0	0	0	0	0	3	0	0	0	4	13	0	0	0	0	0	3
OTU_2390	0	0	0	1	0	2	1	0	0	0	2	0	3	0	0	0	0	0
OTU_832	0	1	0	0	0	5	0	0	10	0	0	0	0	0	1	0	0	0
OTU_2432	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
OTU_1302	0	0	2	0	1	1	0	3	0	0	0	0	0	0	0	7	0	0
OTU_1882	2	5	0	0	3	2	2	0	7	7	0	0	0	0	1	1	0	3
OTU_2803	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU_1741	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0
OTU_1560	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
OTU_957	8	6	8	9	0	3	1	0	4	3	6	2	8	5	2	2	6	4
OTU_2510	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1188	0	0	2	1	0	0	0	2	0	0	1	0	1	1	0	2	5	0
OTU_1825	2	0	0	0	0	0	0	0	0	0	3	7	0	2	1	0	0	0
OTU_965	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_1469	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	1	1	0
OTU_932	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0
OTU_1162	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0
OTU_2443	0	0	0	2	0	0	2	0	0	0	0	0	3	0	0	0	0	0
OTU_2547	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	6	0
OTU_828	1	1	0	2	0	3	0	0	0	1	2	1	2	0	0	1	1	2
OTU_1751	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_1044	1	0	1	1	0	0	0	0	0	0	2	0	0	0	1	2	2	0
OTU_2558	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0
OTU_1627	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0
OTU_869	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_600	3	0	0	0	0	0	2	1	0	0	0	9	0	16	0	0	0	0
OTU_2586	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2720	0	0	0	0	1	0	0	0	0	0	1	0	6	0	0	0	2	1
OTU_1532	2	1	1	3	0	0	1	4	0	1	0	0	1	0	1	2	0	0
OTU_883	0	4	0	0	1	1	1	0	1	0	0	0	1	0	3	0	0	2
OTU_1382	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2447	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1604	0	1	1	1	0	0	1	1	0	0	0	4	0	0	0	0	0	0
OTU_2780	1	0	0	0	1	0	0	1	0	1	3	0	0	0	0	0	2	0
OTU_1977	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	2	0	1
OTU_999	2	1	0	2	2	0	0	1	0	1	2	1	0	0	1	1	0	2
OTU_2378	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_2031	0	0	0	1	0	0	0	2	0	2	0	1	0	0	0	0	0	0
OTU_1181	2	3	0	1	1	2	1	3	0	1	2	0	0	0	2	0	0	1
OTU_2744	1	2	3	1	0	1	0	0	0	0	0	1	9	2	1	1	0	0
OTU_1260	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_1131	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	1
OTU_1498	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2
OTU_1934	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1935	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_1076	1	0	1	0	0	2	0	0	0	0	1	3	0	9	6	0	0	0
OTU_1457	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	2	1	0
OTU_1152	2	4	1	0	0	1	1	0	3	2	0	0	0	0	2	0	0	0
OTU_891	0	0	0	9	0	0	0	0	0	0	0	1	3	0	0	0	1	0
OTU_572	0	0	0	0	0	0	1	1	0	1	0	1	0	13	0	0	0	0
OTU_2790	5	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1
OTU_953	2	0	0	0	1	0	1	0	0	0	1	2	3	0	0	0	0	0
OTU_2318	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4
OTU_1147	5	1	1	1	0	0	0	0	0	0	3	2	1	5	1	0	0	1
OTU_718	0	0	0	0	0	0	0	0	2	8	0	0	0	0	10	0	0	0
OTU_649	0	0	9	0	0	1	0	14	0	1	0	1	0	0	0	3	0	0
OTU_1145	5	0	0	0	0	1	0	1	1	0	0	11	0	0	0	0	0	0
OTU_2722	3	1	2	3	1	0	1	0	2	4	0	1	3	2	1	0	2	4
OTU_2292	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0
